Sample_ID	Treatment	Lactobacillus Firm-5	Lactobacillus Firm-5	Lactobacillus kunkeei	Lactobacillus Firm-4	Bartonella apis	Bombella apis	Gilliamella apicola	Lactobacillus Firm-5	Gilliamella apicola	Snodgrassella alvi	Bifidobacterium asteroides	Snodgrassella alvi	Lactobacillus Firm-5	Bifidobacterium asteroides	Lactobacillus Firm-4	Lactobacillus Firm-5	Gluconacetobacter sp.	Frischella perrara	Lonsdalea quercina	Gluconacetobacter sp.	Bombella apis	Lactobacillus Firm-4	Pantoea sp.	Pantoea sp.	Fructobacillus sp.	Bifidobacterium coryneforme	Gluconobacter sp.	Frischella perrara	Lactobacillus Firm-4	Lactobacillus Firm-5	Spiroplasma sp.	Frischella perrara	Lactobacillus Firm-5	Serratia sp.	Zymobacter sp.	Bartonella apis	Neisseriaceae	Erwinia 	Enterobacteriaceae	Fructobacillus 	Enterobacteriaceae	Neisseriaceae	Lactobacillus 	Fructobacillus 	Fructobacillus 	Enterobacteriaceae	Neisseriaceae	Pasteurellales	Pasteurellales	Pasteurellales	Lactobacillus 	Pasteurellales	Pasteurellales	Pasteurellales	Lactobacillus 	Enterobacteriaceae	Neisseriaceae	Bifidobacterium 	Lactobacillus 	Serratia 	Enterobacteriales	Enterococcus 	Serratia 	Halomonadaceae	Pasteurellales	Gluconobacter 	Lactobacillus 	Pasteurellales	Bacteria	Bacteria	Bacteria	Bacteria	Bacteria	Pasteurellales	Bacteria	Bacteria	Bacteria	Bacteria	Fructobacillus 	Pasteurellales	Pasteurellales	Bifidobacterium 	Bacteria	Fructobacillus 	Bacteria	Bacteria	Bacteria	Bacteria	Pasteurellales	Pasteurellales	Pasteurellales	Bacteria	Pasteurellales	Pasteurellales	Snodgrassella alvi	Fructobacillus 	Pasteurellales	Snodgrassella alvi	Lactobacillales	Pasteurellales	Lactobacillales	Enterobacteriaceae	Fructobacillus 	Bartonellaceae	Pasteurellales	Pasteurellales	Fructobacillus 	Fructobacillus 	Neisseriaceae	Pasteurellales	Fructobacillus 	Erwinia 	Lactobacillus 	Pasteurellales	Lactobacillus 	Snodgrassella alvi	Lactobacillales	Pasteurellales	Betaproteobacteria	Enterobacteriaceae	Halomonadaceae	Acetobacteraceae	Rhizobiales	Gluconobacter 	Bartonellaceae	Rhizobiales	Pasteurellales	Fructobacillus 	Lactobacillus 	Bacteria	Enterobacteriaceae	Lactobacillus 	Pasteurellales	Pasteurellales	Lactobacillus 	Pasteurellales	Rhizobiales	Bacteria	Pasteurellales	Rhizobiales	Fructobacillus 	Pasteurellales	Snodgrassella alvi	Leuconostocaceae	Lactobacillus 	Lactobacillus 	Bifidobacterium 	Acetobacteraceae	Lactobacillales	Gluconobacter 	Pasteurellales	Bacilli	Enterobacteriaceae	Bifidobacterium 	Lactobacillus 	Bartonellaceae	Lactobacillales	Fructobacillus 	Enterobacteriaceae	Bifidobacterium 	Pasteurellales	Enterobacteriaceae	Pasteurellales	Fructobacillus 	Rhizobiales	Neisseriaceae	Enterobacteriaceae	Pasteurellales	Snodgrassella alvi	Snodgrassella alvi	Lactobacillus 	Lactobacillales	Lactobacillus 	Lactobacillus 	Enterobacteriaceae	Rhizobiales	Proteobacteria	Bartonellaceae	Streptococcus 	Pasteurellales	Lactobacillus 	Pasteurellales	Bacteria	Snodgrassella alvi	Gluconobacter 	Enterobacteriaceae	Actinobacteria	Peptoniphilus 	Bifidobacterium 	Proteobacteria	Novosphingobium 	Fructobacillus 	Snodgrassella alvi	Neisseriaceae	Gluconobacter 	Rickettsiales	Pasteurellales
X21	Live	122	27	70	6	625	16	60	14	53	53	0	53	59	26	30	0	103	0	0	0	0	0	150	140	3	0	19	39	0	0	0	33	0	0	0	0	0	0	7	0	0	0	24	13	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X22	Live	87	36	74	8	0	10	301	22	301	228	34	217	41	0	23	22	11	0	0	0	0	0	119	140	10	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X23	Live	140	78	102	7	449	47	51	26	47	48	34	38	39	0	0	0	34	154	139	0	0	24	109	95	4	0	0	0	0	0	65	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X24	Live	45	83	90	7	595	35	104	34	91	87	0	58	0	37	0	54	4	0	0	0	0	0	57	79	0	0	0	0	18	1	6	0	89	0	0	0	0	0	28	0	0	0	0	45	23	0	0	37	37	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X25	Live	37	152	98	5	437	20	123	74	100	110	32	110	136	42	0	0	80	0	4	0	0	0	47	40	5	0	0	0	46	0	12	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X26	Live	176	72	83	12	241	28	0	22	68	47	64	0	41	0	26	96	0	74	75	0	0	0	246	222	0	14	0	0	0	1	9	0	124	0	0	0	0	0	0	22	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X27	Live	56	52	83	3	626	86	29	13	0	0	16	0	0	28	0	39	19	0	0	0	0	6	243	199	0	0	0	49	0	0	53	0	0	0	0	0	51	0	26	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X28	Live	120	56	109	7	588	33	88	19	109	81	38	87	30	28	30	0	0	0	0	39	0	0	0	0	0	14	5	98	31	0	0	99	0	0	0	23	0	0	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
X29	Live	118	64	117	19	118	17	281	13	257	72	26	71	30	28	0	105	45	0	0	0	0	40	130	121	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	14	0	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
X30	Live	55	53	24	6	922	18	86	0	0	41	35	0	0	0	15	55	15	0	0	0	0	0	167	189	0	0	0	32	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X31	Live	57	25	102	9	10	20	273	26	276	0	20	0	107	0	15	0	0	68	69	8	0	0	215	210	4	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	53	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X32	Live	84	30	50	4	825	32	54	0	62	63	29	59	18	0	0	54	0	0	0	18	0	27	0	0	0	9	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	17	0	165	143	0	0	0	0	0	0	0	0	0	0	24	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X33	Live	119	45	98	16	896	5	100	48	108	0	0	51	0	71	0	21	0	0	0	30	0	46	0	0	0	7	47	0	0	3	0	8	0	0	0	17	0	15	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
X34	Live	277	51	125	4	577	53	106	100	115	55	29	0	23	34	39	22	0	13	0	0	0	0	0	0	0	10	33	0	0	2	0	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X35	Live	48	42	44	8	691	76	148	0	189	110	29	111	14	0	0	0	0	37	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	38	2	7	0	38	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X36	Live	461	20	118	19	93	0	228	31	233	55	54	40	27	59	73	56	0	5	0	27	0	0	0	0	0	0	31	0	0	0	0	0	0	35	3	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X37	Live	109	42	43	7	749	10	106	42	124	21	40	0	0	47	33	139	97	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	32	0	21	0	0	7	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X38	Live	207	96	207	9	8	89	77	229	87	185	34	187	182	0	0	0	8	6	0	0	0	46	0	0	7	0	0	0	0	1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
X39	Live	273	69	106	16	504	10	112	46	147	0	0	63	126	90	50	0	0	0	0	37	0	0	0	0	0	0	135	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
X40	Live	210	151	122	12	423	30	115	42	117	41	36	0	104	41	0	0	0	0	0	33	0	0	68	65	0	0	15	53	43	0	0	39	0	0	2	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
