ID,Type,Chainlength,Ret Time,Ret Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,106,107,108,109,110,111,112,113,114,115,116,117,118,120,121,122,123,124,125,127,128,130,131,132,133,135,136,137,138,139,140,141,142,143,144,145,146,148,149,150,151,152,153,154,155,156,158,159,160,161,162,163,164,165,166,167,171,172,173,174,175,176,177,178,180,181,182,183,184,185,186,187,188,179,157,134,129,43
C21,Alkane,21,9.363,2100,0,0,0.286495807,1.445766267,0.174319967,0.798553988,0.814857794,0,0,0.852457,0,0.348036228,1.342629079,0,1.926088597,0.39477873,0.852048121,0.684564968,0.228167062,1.114982777,0,0.705138602,0.397610566,0,0.290213591,1.362407128,1.340619547,0.260391713,0,0,0.152191331,0.234718341,0.899323774,0.645622352,0.483475503,0.204408865,0.441248123,0.765530786,0.790836239,0.458446491,0.565292783,0.327982655,0,0,1.518111221,0.406708132,0.49006664,0.307809261,0.322976035,0.788666999,0.29357538,0.545049626,0.511755703,0.475729702,0.942424967,0.712171254,0.665513312,0,0.652874485,0.917469203,1.010315838,0.674171298,0.449533545,0,0.134887736,0,0,0.854403586,0.217622244,1.056428669,0.886593807,0.866031432,0.804934579,0.519903451,0,0.691299642,0,0.236917354,1.464556352,1.064598815,0.371030309,0.438181846,1.098367918,0.486384037,1.264659114,0.360457822,0.178671982,0.605976253,0.160013923,0.522116795,0.503939333,0.987020881,0.233612803,0.559030724,1.112797636,0.967242134,0.411380784,0.470070233,0.537618188,0.221687733,0.4640936,1.056366358,0.490165988,0,0,0.482868312,0.315872008,1.173377063,1.212994805,1.058686418,0.467572125,0.324729642,0.383025935,0.947878897,0.295991517,1.426281966,0,1.240503996,1.483929149,0,0.866103929,0.805980352,0,0.513698989,0,1.510818634,0,0.296907724,0.979688053,0.238944901,0,0.906669354,2.204081647,0,1.21326165,0.832043697,1.946520658,0,0,0.306094267,0.726464439,0.616475803,0,0.725844385,1.67952892,1.237308207,0.499376182,0.863518164,1.055195336,0.824954386,1.026340877,0.854621836,1.522615185,0,1.291535953,0,0,0,0,0,0,0,2.621466416,0,0,0,0,0,1.321652598,1.039086478,1.731674669,1.420226274,0.641382802,0.379679314,0.664012377,0.734254681,0
C23,Alkane,23,10.925,2300,6.349181413,10.12699167,3.133417091,4.867986531,7.673999663,21.35577585,5.915464471,2.801642282,4.626548065,13.1435802,14.19343423,3.905114626,7.611908517,2.735341129,9.202865031,8.495643272,9.611169902,11.19497053,3.065312627,4.565162381,2.849875084,5.804777481,5.470198777,7.221258449,3.729524401,10.77824232,13.58858491,3.571184321,6.945955135,2.487105644,11.40199002,5.487156024,5.001803693,2.983782195,2.893955842,8.048212867,16.62781767,5.292923691,4.864202341,2.806102818,7.075875946,3.668365717,14.36007356,3.140664294,6.533194996,12.67054063,5.978203374,3.39606757,4.023745178,8.45730541,15.93216625,5.783459817,5.187487271,4.761526672,5.476258366,4.909371383,4.122811703,6.448006182,5.060052761,3.345168808,4.028867206,2.899467659,3.828399878,3.341586818,3.34921942,3.548933333,3.938923463,3.379595718,2.559977388,4.691537028,2.672769774,7.63238086,2.564800082,4.388732746,17.6298601,2.533978466,3.772217649,3.229907406,4.603601583,6.621575676,7.715341549,6.25413907,5.098046579,4.071270822,4.896274083,3.883970609,3.211504524,5.497421996,4.184257232,4.654582409,5.361768356,7.232227969,2.771642522,18.18201716,6.367525861,7.336183807,2.899384736,19.12394599,12.03570712,8.959690108,5.771545776,3.757459718,6.40367602,2.909223404,9.056364364,5.8882803,15.6254191,4.944398271,4.589930258,3.360126372,6.761730872,6.681863021,3.782998358,2.780695243,15.54519358,4.662204604,5.526549064,6.23848065,4.950971159,4.030181015,4.820182835,5.755551983,1.6670166,4.504886386,2.235030814,3.997530351,1.906765104,3.363445145,4.782081798,4.348288722,2.894221562,4.542928867,6.624879021,2.319886705,5.473510039,4.68118198,7.1340474,1.536027499,3.539684851,2.436264262,2.492982106,4.576858426,3.381578342,4.123616002,4.556470533,3.922657012,5.151380719,3.798236751,5.912235183,4.334471333,4.816771464,4.443660076,5.874426677,8.959573938,4.42131658,6.595822749,5.951489616,3.239877081,4.908798388,3.599579971,3.559186752,5.176845379,7.588281451,5.151933504,2.630608142,2.99716484,16.41712985,3.457860653,7.269783883,6.573797783,6.513482046,7.675356888,6.093667267,1.947051412,3.811309306,4.588385495,5.48530689
C24,Methyl,23,11.753,2400,0,1.316550333,0.551751655,0.920469607,0.970087108,1.612390757,0.314714474,0.801551285,0.95772762,1.247963542,2.286862297,0.39948978,0.615903081,1.204976107,0.75623518,0.955944137,0.869667827,1.210543808,0.360976708,0.481578056,0.768499043,0.527409275,0.629803857,1.307691402,0.438989161,0.905885446,1.31894438,0.489748456,1.188576253,1.363938783,1.659673025,0.524135409,0.489606477,0.489351135,0.494677148,1.455130275,0.944349328,0.764403482,0.370954099,0.563870318,0.703464191,0.858732658,1.651595328,0.714531845,0.830944536,0.807419643,0.359376927,0.331806758,1.05650217,0.59721697,1.124805893,0.405193907,0.671563033,0.644936801,0.482718331,0.377358747,0.661633136,1.332829706,0.402767737,0.460966918,0.509830962,1.180970335,0.64509924,0.910757539,0.519452559,0.88239055,0.694279391,0.898785465,0.537968934,1.141672661,0.706862553,2.038934656,0.783370924,0.80071434,1.942687474,0.972418014,0.739233562,0.490188306,0.980169385,0.370902127,0.481237651,0.530910487,0.2575741,0.682406401,0.30980077,0.574805744,0.471184384,0.48267249,0.403064589,0.665580063,0.816144328,0.53482048,0.523515405,1.471479437,0.604745318,0.489474701,0.751086552,1.59799191,1.045301197,0.724160247,0,0.24425272,0,0,0,0.537933686,1.083112748,0,0.461868164,0.281698596,0.743962883,0.804106527,0.250224713,0.309622648,1.119636964,0.838396082,0.827457067,0.452109655,0.461227902,0,0,0.473497367,0,0,0,0.537198132,0,0.385058696,0.36009412,0.47990429,0,0.463842297,0.567236169,0,0.625568976,0,1.060565046,0,0.386603842,0,0.608593866,0,0,0.55388103,0.294667946,0.373081293,0,0.525885564,0.591199381,0,1.166633483,0,0,0.931726759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.166862897,3.605788316,4.716779867,2.415693761,3.651222783
C25ene,Alkene,25,12.407,2477,0.785565732,0.425617321,0.30324508,1.072244335,0.3047826,2.284116928,0.20630567,0.280915783,0.621181881,2.338434207,2.598626846,0.151772637,0.85830108,0,0.686476145,1.026364564,1.480152979,2.402742624,0.168221098,0.538327602,0.662524734,0.743447084,0.586886939,0,0.450426584,2.973029593,4.654322919,0.476025823,3.525610036,0,1.961533409,0.34947854,0.456308571,0.280511818,0.415293082,1.061290516,5.882412836,0.634826456,0.271120502,0.270772965,0.820442166,0.400551498,1.727112316,0.421987297,1.11515628,1.933182384,0.371418293,0.21725368,0,2.06917082,2.681177347,0.344862378,1.877375088,0.293434346,0.330015728,0.493009849,0.457722521,2.564365918,0.404391081,0.283506068,0.345949751,0.389927265,0,0,0,0,0,0,0.143867354,0,0,0,0,0,1.4834991,0.322045623,0,0,0.370318706,0.37766839,0,0.158942092,0.475662653,0.314325203,0.342888391,0,0,0.226833205,0,0,0,0.219722932,0,1.77194552,0.460442603,0.201097618,0.294050413,1.32827069,2.183444011,0.569282087,0,0.458579395,0,0,1.00409005,0,2.487483376,0,0.720018585,0.579672325,0.533224941,1.036338308,0.311793308,0.681983523,1.511710599,2.441996871,1.592733878,0.879806464,0.722229755,0,0,0.378665654,0,0,0,1.004109042,0,0.237449881,0.265294194,0,0,0.558396143,0.710912342,0,0.546810446,0,2.026407482,0,0,0,0,0,0,0.490078199,0.529004698,1.136270655,0.427573204,0.655890135,0.529265879,0.702154388,2.938045058,0,0.830984907,1.315648121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774593635,0.531866196,0,0,0,0,0.93785993
C25,Alkane,25,12.603,2500,29.59419195,37.64991245,5.372762015,10.94247135,22.64100024,24.95344368,4.489917935,5.384590403,22.22534373,15.2061443,23.60510448,4.011287055,10.33106811,4.695641818,4.855004901,16.1955727,15.83399052,19.72034127,6.808226079,6.03469373,4.967005024,9.407278985,5.266484115,6.255952781,5.858250491,13.14243803,25.01913837,6.064557958,26.60022771,6.367413465,35.45824275,10.50991656,9.98894178,8.41428144,4.837683836,31.36328487,14.40329216,17.72303498,4.061824798,2.770269146,11.79041706,9.147214602,29.75199934,5.207671645,10.1426252,16.20740083,4.457636151,4.267280795,6.638365674,12.89717355,21.18689678,5.093059205,15.24961973,5.03674462,4.124857443,4.428844584,3.682114473,21.29724589,4.384656957,5.788072019,4.142946567,14.27151617,7.716593066,5.496643572,8.342949641,4.333734463,4.997731936,4.40526286,3.282520688,4.449022198,2.60868254,8.63930221,5.695980666,4.525741304,18.81540252,2.938393285,20.08695825,6.401559343,4.593825675,6.778643605,5.288148758,4.661903687,2.892394378,4.003336786,6.649401433,3.531937036,5.087900133,4.318504726,4.160179047,4.814341974,4.227443974,3.971635719,3.961790917,31.99989744,3.966748777,6.124120898,4.368960486,28.41694872,16.03532183,26.14652371,5.760375289,6.991313594,7.543727324,5.177993079,35.75787109,21.38315268,33.44807039,7.019578303,13.15088827,8.063606995,19.05401648,26.8832296,5.202972024,8.300246958,32.65256545,9.563862851,16.83319985,6.968833562,6.590115318,7.228763038,5.917827718,8.402497231,5.108741238,4.984047582,3.736318538,4.157436361,5.528053558,5.480334859,5.162826207,6.081385786,5.871366356,6.303048837,5.440658048,4.744694551,8.980191728,9.505142565,14.9271914,7.849129478,5.597967323,6.449247312,8.872456947,12.55303628,7.705162176,4.952066387,4.08326472,5.127261317,6.306906676,5.744228166,5.431494228,5.554204827,17.74893276,5.446859283,10.31362071,26.49489057,4.601712427,24.14369044,4.586795823,3.986356281,8.25483711,5.807050473,5.589140193,4.351550624,4.438680258,6.023173681,4.091123304,6.906141508,16.59149418,14.04625898,5.10632834,6.052121648,8.056123176,8.929282998,6.103807379,5.784912781,4.419427487,4.14915227,6.416958989
13-;11-MeC25,Methyl,25,12.899,2535,0,0,0.447345855,0.557965329,0.299939697,0.56936279,0.436895175,0.69465972,0,0.831236235,0,0.439460496,0.418621657,1.568729178,0.805655066,0.501892165,0.487433388,0,0.312455292,0.42265589,0.73193878,0.236666904,0.376722993,0,0.344784986,0.470096698,0.344863432,0.251507912,0,0.775029088,0.21874975,0.216738571,0.237681609,0.220205063,0.402314677,0.277327295,0.432466025,0.216492002,0.491557605,0.606511296,0.387819527,0,0,0.566018922,0.478249165,0.412599292,0.299092992,0.254725791,0.461694129,0.295290343,0,0.217466598,0.25198679,0.274074006,0,0.29374052,0,0,0.26019464,0.275797737,0.294622475,0,0.486141114,0,0.505882904,0.459674472,0.666083576,0.480623115,0.374750184,0,0.509805732,0,0,0,0,0.414475598,0,0.270383272,0,0.381838579,0.430553121,0.307842933,0.386361988,0.495254805,0.218490223,0.460072995,0.407992753,0.48356222,0.299268085,0.528282029,0.577889126,0.45954724,0.51426139,0.381190008,0.416157303,0.486787802,0.744863018,0.492500423,0.469492478,0.169091645,0.427958018,0.234252569,0,0,0,0,0.49977883,0,0.239783836,0.148468164,0,0,0.232353949,0.143953919,0,0.409644281,0,0,0.569388939,0.795382083,0.844736092,0.627170099,0.880849211,0.907807944,1.443429862,1.038047661,1.310067912,0.942097635,1.043943207,1.35923586,0.966999207,1.379900341,1.46329436,1.172755897,0.830609359,1.106555084,0.513798935,0,0.544670335,0,0.415329242,0,0,0.947448583,0.503916218,0.734969844,0.682587806,0.685778115,0.862091625,0.750208653,0.678732816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600734153,0,0,0,0,0.674198426,1.83574925,0.970325124,0
C26,Alkane,26,13.449,2600,1.039094437,1.572127416,0.620578959,1.837010464,1.604608943,0.949254944,0.565720648,0.650801687,1.141034532,0.843439655,0,0.572140858,1.202141596,0,0,1.097355529,0.962609215,0.8976894,1.267141769,0.83051976,0.343038194,0.817882465,0.3741592,0,0.592188819,0.926568224,1.041742148,0.659926323,1.206569643,0,1.566239523,1.432832848,1.570775613,1.333766325,0.538724609,1.85291729,0.862906972,1.865599436,0.427441082,0,0.695432171,0.610239633,1.311387977,0,1.3276207,0.765793017,0.309056084,0.406918528,0.70749247,1.09667121,0.751499481,0.408875169,1.649499371,0.480099199,0.302224769,0.411830172,0,1.338754739,0.309981597,0.788168427,0.577874905,1.383772174,0.696866962,0.664233321,0.698243028,0,0,0.680464905,0.398223064,0.52785026,0,0,0.711381573,0.514296005,0,0.617832468,1.616275228,0.664404759,0.533496799,0.568359649,0.379044026,0.356726196,0.276387948,0.27140506,1.163893274,0.295118859,0.57486352,0.381808114,0.455781412,0.366264781,0,0.285218554,0.460665364,1.035186213,0.234587087,0.494141611,0.282221839,0.728994206,0.679108029,1.278757953,0.442417333,0.836807334,0.748080913,0,1.215818521,1.994085144,1.052698543,0,1.527355173,1.304482522,1.680281315,1.634982494,0.456982675,0.964922273,1.31332542,1.771832526,1.99016544,1.10265039,1.602670609,0,0.921136677,1.08928642,0.685222443,0.639202538,0,0.416363828,0.82859072,1.338293838,1.02815089,0.9331664,0.806838722,0.970502235,0.870551165,0.613179548,2.396895541,0.992864248,2.508036723,1.279241375,1.307786155,1.434232027,1.863651655,1.609174942,0,0.537695235,0.889674541,0.90802096,0.70788651,1.149706018,0.861722554,0.878596557,0.24730073,0,1.997786897,2.169991009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797390477,0.911582696,0,0.545056075,0,0,0
C27ene,Alkene,27,14.116,2678,0,2.19810482,0.528886997,2.097916007,0.819312045,1.728347175,0.375427457,0.627280795,0,2.088059137,2.519871319,0.315840485,3.793345126,0,0.754421726,0.952476413,1.097659994,2.412496082,0.260984983,0.94689328,0.485494646,0.679602855,0.462886844,0,0.29713806,2.559036393,2.490051626,0.464989496,2.882799104,0,1.770927042,0.886514576,1.197216354,0.419284974,0.457580577,1.944318283,2.970361729,3.059759126,0.325567821,0.251916171,0.648411641,0.607956179,0.538847604,0,3.326556125,0.495939891,0.265121476,0.185345791,0,1.66486925,1.157350165,0.429402348,1.969985225,0.454965837,0.319684432,0.414413531,0.401501105,1.940346217,0.391753586,0.465357418,0.404311141,1.200331621,0,0,0.219606158,0,0,0,0.204869881,0,0,0,0,0,1.187303883,0.176851096,1.244594762,0,0.58032962,0.440191042,0.179223233,0.212522803,0.375078335,0,0.475710799,0.267652056,0,0.212672333,0.099162081,0.316151704,0,0.167699642,0,2.811462868,0.283161151,0.338564392,0.281001499,1.082444383,0.94418365,0.785934439,0,0.829499042,0,0,0,1.160063722,1.150491702,0.772556464,1.262799502,1.422039895,1.085048154,1.225209839,0.687690727,0.951221853,1.391698193,2.896011247,3.095657457,1.469931188,0.743480971,0,0,0.826851106,0,0,0,2.175763612,0,0.636897795,0.52546649,0.515556303,0,0.650661583,1.07424851,0,1.825717451,1.464317999,2.772421757,0,0,0,0.772556115,1.343234823,0,0.585983522,0.95712604,1.085439221,0.417950769,0.947705799,0.733692129,0.946670674,8.853801094,0,1.319007311,2.338726622,0,2.072199073,0,0,0,0,0,0,0,0,0,0,0,0,0,1.521529812,0,1.264225436,0,0,0,0,0
C27,Alkane,27,14.302,2700,39.66765783,28.80803664,23.61298699,22.75413834,35.67698312,23.73118493,16.82409184,18.42033441,34.34331232,22.49860503,25.7623703,16.1692615,29.90629806,10.20707861,7.55570873,29.10498532,30.89271846,27.6672719,23.59270089,20.59334892,8.546161701,22.60702807,11.26567904,9.129071591,16.82697157,21.53629737,19.70857663,21.26136088,24.15545679,10.35763139,28.13541416,29.83035798,26.66588793,30.73327835,19.35903676,29.25477975,20.31164136,40.05144056,12.0860899,6.166571151,15.23212032,20.05171717,28.13599521,12.19963776,31.36409998,19.43974551,8.36059629,11.43772811,22.12139266,26.58715329,22.18477105,12.24474717,34.95431363,13.42727605,6.896941353,12.66298649,7.309762232,30.77268417,8.443280163,25.91454123,18.94561879,39.45508756,19.68552468,21.35055232,18.20055705,9.387600014,8.223535921,25.22951927,8.350155693,18.11392406,13.78164473,22.9282259,28.2135738,17.06948414,22.12801714,14.94064484,43.43790064,18.73084037,19.01425449,13.55008688,10.27194374,10.53365138,7.311627809,8.461690322,22.03309114,8.571902086,18.42585586,11.6632211,12.93828479,9.321155178,6.005897455,8.455875239,15.08736913,14.07459072,7.125041935,13.67339754,7.290686653,11.31417719,15.73840249,25.96753082,12.2164285,22.85573805,18.87237585,11.21343248,33.2005764,43.1645283,21.51426422,18.18140044,27.22475676,26.89741842,37.40791814,33.94739505,13.30541073,24.63956526,24.29514234,16.62536242,24.1437393,15.57462854,17.95533993,17.30739059,15.01012079,17.79498907,13.58864904,11.01917789,10.09471339,6.989274927,13.27247219,14.7023243,13.31505072,11.50246352,12.34181833,12.57087804,11.63504192,12.12834788,24.3221109,22.08528137,24.19133092,21.0923379,15.3163604,22.19475354,24.34483297,23.7759552,20.52430546,8.400854136,11.4369323,15.12719907,11.96687937,16.87305349,10.30037598,14.83930335,25.48235386,10.60319553,25.37882367,30.58811331,9.998257072,27.00672418,8.375208142,15.69959645,23.59482266,13.31809621,14.16574748,18.94284316,11.79520888,16.20990371,11.03253029,33.30388675,21.98871,30.5206475,7.668472873,13.95797901,22.39748827,23.68532445,13.2255519,26.62947185,14.45217894,13.40397356,10.38741139
