ID,RT,P1,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P2,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P3,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P4,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P5,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P6,P60,P61,P62,P63,P64,P65,P66,P67,P68,P69,P7,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P8,P80,P9,W1,W10,W100,W101,W102,W11,W12,W13,W14,W15,W16,W17,W18,W19,W2,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W3,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W4,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W5,W50,W51,W52,W53,W54,W55,W56,W57,W58,W59,W6,W60,W61,W62,W63,W64,W65,W66,W67,W68,W69,W7,W70,W71,W72,W73,W74,W75,W76,W77,W78,W79,W8,W80,W81,W82,W83,W84,W85,W86,W87,W88,W89,W9,W90,W91,W92,W93,W94,W95,W96,W97,W98,W99
C27ene_2,14.03,0.003697132,0.003829587,0.002453329,0.002453329,0.005337846,0.004087723,0.006556151,0,0,0,0,0.008316108,0,0,0,0,0,0,0,0,0,0,0,0,0.006698869,0,0,0,0,0,0,0,0,0.003884917,0,0,0.007907547,0,0.001978932,0.005643132,0.003744529,0.003655609,0.004237648,0.004448204,0.005802738,0.003029196,0,0.003865708,0.003866579,0.00467295,0.004146183,0.001889359,0.006386193,0.008382385,0.00839266,0.004202797,0.002907017,0.005607569,0,0,0,0,0,0,0,0,0.006848498,0,0,0.010898383,0,0,0,0,0,0,0,0.006504086,0,0.008748236,0.00426453,0.007976108,0.008233927,0.008186885,0.005557452,0.005599962,0.003799667,0.006873923,0.005816215,0.003448121,0.006088039,0.004494482,0.006594714,0.011519776,0.00386963,0.007175833,0.006097544,0.009555958,0.014316131,0.008046358,0.008531764,0.008326328,0.01025729,0.005842811,0.011102799,0.004534744,0.013038863,0.005004983,0.003542143,0.004207258,0.006164699,0.005792436,0.003798352,0.002334,0.005481059,0.004856385,0.005295049,0.003516499,0.004470454,0.004653612,0.003231486,0.005353092,0.005002648,0.005165363,0.00540495,0,0.005098992,0.010739531,0.006226968,0.004577035,0.002982734,0.003039516,0.004376613,0.005410506,0.003303287,0.009020552,0.005193374,0.004203967,0.005560809,0.002322817,0.004795407,0.002792194,0.005379841,0.004285439,0.003763868,0.005251954,0.007111768,0.003762245,0.003113749,0.004693241,0.003730664,0.002718573,0.00691395,0.003772185,0.002221499,0.003668802,0.006702508,0.00261585,0.002654729,0.003380148,0.004268248,0.002916499,0.004411762,0.005780488,0.009280876,0.006680487,0.004437112,0.003877728,0.006009501,0.002861255,0.003264665,0.006063432,0,0.003162771,0,0,0.004617903,0,0.006269348,0.003810865,0.005481489,0.004489502
C27,14.17,0.198413575,0.138770474,0.166429416,0.166429416,0.302851722,0.140111909,0.205022167,0.064574368,0.08927715,0.11587846,0.114582773,0.149171906,0.023533751,0.086974655,0.04913149,0.124317832,0.094953339,0.049520021,0.090672677,0.087966327,0.081639133,0.171450072,0.109027457,0.165856529,0.186343619,0.157179847,0.053192632,0.117711156,0.178979264,0.138337499,0.128086452,0.097873803,0.101419047,0.172463422,0.219133613,0.165107607,0.171846838,0.148280876,0.153962993,0.168175598,0.18824733,0.209038688,0.200490607,0.188267063,0.229059828,0.232199311,0.253415807,0.220192855,0.111293869,0.151961242,0.31944443,0.173535475,0.239694979,0.297545059,0.342894382,0.218108075,0.278302852,0.276122593,0.225428095,0.142818214,0.097835461,0.080248426,0.224996889,0.080445929,0.084087033,0.118987174,0.191378626,0.07224038,0.12886699,0.322990484,0.194067764,0.065805758,0.025319437,0.096415755,0.111516386,0.035907621,0.15202584,0.16235644,0.212152827,0.187121641,0.15796546,0.18274859,0.162773348,0.149011571,0.143766641,0.189118588,0.226101473,0.170791084,0.224084065,0.17157242,0.192552808,0.161451536,0.271539744,0.22666634,0.234041236,0.220661273,0.183287803,0.192512427,0.187809124,0.166813882,0.166995084,0.194322309,0.225003438,0.168347809,0.176832979,0.184457541,0.197933672,0.20703449,0.2530812,0.181351991,0.231123728,0.212055377,0.300753605,0.213736112,0.268431179,0.204719887,0.17960181,0.174763158,0.205490873,0.201556473,0.237535653,0.182367345,0.216581372,0.201027445,0.208157631,0.215845154,0.196828925,0.157224126,0.201807533,0.154580522,0.144700399,0.164003692,0.170843973,0.196743057,0.166204719,0.163217397,0.179482942,0.190524453,0.166393102,0.156003396,0.163366383,0.114722456,0.179335816,0.227581159,0.165456311,0.168487461,0.151119235,0.153780996,0.211290483,0.176541118,0.149428048,0.115309452,0.131376462,0.140144746,0.174152807,0.134108524,0.224315552,0.111926638,0.141097981,0.158373642,0.17614716,0.132945565,0.198524466,0.176737235,0.170115268,0.182926331,0.120468354,0.221910026,0.21433313,0.195829768,0.184598354,0.169477782,0.179775598,0.19733767,0.190695238,0.176984,0.193289314,0.154960069,0.191508456,0.191253831,0.120592462,0.172005125
13-;11-MeC27,14.43,0.014282187,0.012893421,0.009162521,0.009162521,0.010398832,0.013316003,0.017428014,0.016799957,0.020372342,0.022354017,0.024038226,0.010782277,0.013151042,0.022090952,0.011653156,0.022877765,0.015211987,0.015329415,0.017804106,0.016632773,0.016214598,0.015302412,0.014792296,0.020537851,0.020844408,0.016704596,0.016452337,0.03218792,0.012889138,0.028581144,0.017617186,0.02280652,0.017084572,0.018279764,0.02566799,0.018872834,0.016726451,0.025899368,0.021332059,0.024985134,0.015579667,0.020893517,0.017826456,0.011092504,0.011514614,0.016368279,0.017251329,0.011579182,0.004800242,0.010993276,0.008587396,0.026889683,0.008292818,0.012063412,0.011677509,0.011382365,0.012331099,0.022433972,0.016292154,0.024879191,0.009003123,0.014664332,0.016109675,0.007389042,0.005264848,0.016015611,0.018438819,0.008798016,0.017256292,0.010689052,0.004579398,0.010154588,0.009676122,0.019225711,0.022852374,0.00958139,0.010342265,0.015987572,0.012375905,0.012827931,0.013978819,0.01544917,0.008964125,0.010159573,0.010132285,0.007876817,0.017790653,0.027060237,0.007366659,0.011991591,0.009728836,0.007965202,0.011103099,0.007855297,0.017708095,0.008602323,0.011104439,0.009987374,0.0085842,0.010541401,0.008881656,0.01150427,0.010112774,0.0103858,0.009709771,0.01618129,0.010181681,0.017232412,0.016094913,0.018062045,0.016617766,0.010134672,0.021313891,0.016799572,0.018422933,0.017548846,0.018946119,0.02088536,0.022866542,0.013259258,0.010821275,0.010474076,0.010449003,0.016417581,0.012277743,0.015761343,0.012254868,0.014374976,0.010246794,0.018276757,0.03134008,0.030309914,0.020530261,0.01880062,0.015883121,0.012685739,0.016326255,0.024307322,0.017408673,0.019620389,0.014491534,0.01205128,0.012430453,0.009371747,0.014506225,0.014443338,0.014250232,0.013661018,0.010789574,0.013617163,0.012188861,0.01613753,0.012115996,0.023627545,0.017185983,0.018845122,0.010704879,0.017121601,0.027823921,0.017872867,0.016993348,0.017658847,0.012221604,0.006126298,0.006902925,0.009843581,0.005594105,0.005925449,0.006698502,0.009377947,0.007707982,0.014158861,0.010841737,0.008581716,0.011990481,0.012195557,0.010041465,0.011417137,0.009210875,0.01016871,0.013805554,0.013106899
C28,14.99,0.016554822,0.014246236,0.016202396,0.016202396,0.011394406,0.013669065,0.014577651,0.01087381,0.011712989,0.010744026,0.013018397,0.015746874,0.00890903,0.012727311,0.010688566,0.01222617,0.01233795,0.011373285,0.011846026,0.011004306,0.013071932,0.013235946,0.010317259,0.015594321,0.01320593,0.016166545,0.012837556,0.020601955,0.013484789,0.013609043,0.015709789,0.015692612,0.014409122,0.009401773,0.01617024,0.021209846,0.013595879,0.014386828,0.013849047,0.011308761,0.01475785,0.018062835,0.013536441,0.009934372,0.01317015,0.013187175,0.011464377,0.010795551,0.007275006,0.012072791,0.013945488,0.010846603,0.011706562,0.009038244,0.008351672,0.01307695,0.016792552,0.013383352,0.019858218,0.012088881,0.009034431,0.010718275,0.012362324,0.007704375,0.008344859,0.012853941,0.010250294,0.008968428,0.0124467,0.008784295,0.011014141,0.008937347,0.013469501,0.009404335,0.011354254,0.014316101,0.011014705,0.016737441,0.012473309,0.010898977,0.005707751,0.005057054,0.01004306,0.012102665,0.011048287,0.005333863,0.004715882,0.009522004,0.008258012,0.006817025,0.005923231,0.005856343,0.006201407,0.005973958,0.004467092,0.006055822,0.004674841,0.005082538,0.005992628,0.005094557,0.003855981,0.005095723,0.004944552,0.005303252,0.005385866,0.007693564,0.006890906,0.007531549,0.007945242,0.007640363,0.00549899,0.006264481,0.006201845,0.006852487,0.004694008,0.006501625,0.008156756,0.005799749,0.00704631,0.005306187,0.006943052,0.006403535,0.0068356,0.006121172,0.005221017,0.005244845,0.007379957,0.006403009,0.007152786,0.006994591,0.004945065,0.00775392,0.00828568,0.006757747,0.008097945,0.006105431,0.008691202,0.005759946,0.005998022,0.006692528,0.007367542,0.012115508,0.01078435,0.01264275,0.008243437,0.010142397,0.010479626,0.011275591,0.011198178,0.008169494,0.010890179,0.009619337,0.008855906,0.012243455,0.009983808,0.019248237,0.009595577,0.010293889,0.010645591,0.022247048,0.005696876,0.011825564,0.010053547,0.013422104,0.011606081,0.043536047,0.013592097,0.014404627,0.012281446,0.011166121,0.009968286,0.009378939,0.010717338,0.013405909,0.010932802,0.011176963,0.012663196,0.014876645,0.008748917,0.010587719,0.011285088,0.011317476
4-MeC28,15.51,0,0,0,0,0,0.002595436,0.003153462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009930343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004616759,0,0,0,0,0,0,0.002671431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009136223,0,0,0,0,0,0,0,0,0,0,0,0,0.002237062,0.018011917,0.026777473,0.035957761,0.033719926,0.028783578,0.008417912,0.004442745,0.005648547,0.005954932,0.003882076,0.007126128,0.007281931,0.00907293,0.009202121,0.018819115,0.010278494,0.034121048,0.040334696,0.03351741,0.035574745,0.034243377,0.035812617,0.036569657,0.034825144,0.037886318,0.024834323,0.037107503,0.018955844,0.010910918,0.011166268,0.008062637,0.016486853,0.012718858,0.006210721,0.012985467,0.015419207,0.0314235,0.011660565,0.023772868,0.024326954,0.019226365,0.025925992,0.024317666,0.021512038,0.02529431,0.017376235,0.027638009,0.029235075,0.019115714,0.020764677,0.024532844,0.018990773,0.02278092,0.013018667,0.018046241,0.022835468,0.019150925,0.011503269,0.022655304,0.022821568,0.021451082,0.010549993,0.016449038,0.020042306,0.024612437,0.024259154,0.023856482,0.021064992,0.021635156,0.024121359,0.019251655,0.013076269,0.015650173,0.017226903,0.011300342,0.014877467,0.013491482,0.018591327,0.014531555,0.017806828,0.021157917,0.016050463,0.014259969,0.009656953,0.006933935,0.011091729,0.006239731,0.008093039,0.009392706,0.02050621,0.022099073,0.027599234,0.015871849,0.01872187,0.013394083,0.018033182,0.018091002,0.018418268,0.020097738,0.020174724,0.030940222,0.026733123
C29ene,15.67,0.02489883,0.02184963,0.023566096,0.023566096,0.033703351,0.032422063,0.038336701,0.020966738,0.021910275,0.011865617,0.033238854,0.034565994,0.011355523,0.023047361,0.025249468,0.01591604,0.026821417,0.030188516,0.016898643,0.026372084,0.01478131,0.013526803,0.098913149,0.04087648,0.012534165,0.016156964,0.01468184,0.025215327,0.016402415,0.017589504,0.017470775,0.02124098,0.018814256,0.047752426,0.009805558,0.01789349,0.014814649,0.032915236,0.026702243,0.021070002,0.02810317,0.033772372,0.010808658,0.015064532,0.036766843,0.027506778,0.013556127,0.01876797,0.007367127,0.011573224,0.006740197,0.029923598,0.027453252,0.022105008,0.020960969,0.031231106,0.02487103,0.03245373,0.024507362,0.016613437,0.008644002,0.013909382,0.024771159,0.018670784,0.016965258,0.029563405,0.062247776,0.014537116,0.008875727,0.023264471,0.022782571,0.014128762,0.011763712,0.018725568,0.018913715,0.011563596,0.034063783,0.034718902,0.01482363,0.027303043,0.022154893,0.031013097,0.012879634,0.013798513,0.018937379,0.025244086,0.02756399,0.021595513,0.018218991,0.028218804,0.029955041,0.019016657,0.022870676,0.028875518,0.022290411,0.034773548,0.032740775,0.019427741,0.029615384,0.029914382,0.024132059,0.033465606,0.016912079,0.034358798,0.034418558,0.02742262,0.040281904,0.024482493,0.017016683,0.021868936,0.023853802,0.018076597,0.030738881,0.015066939,0.025481397,0.021240992,0.026721486,0.02927218,0.027593241,0.026968394,0.018752683,0.025626996,0.022297852,0.024717849,0.02710336,0.023704557,0.025543053,0.028053748,0.016773786,0.026111524,0.024043478,0.024526975,0.021702543,0.027274234,0.024431013,0.022360318,0.036656829,0.019796567,0.021916076,0.019782097,0.026706348,0.016692005,0.019819506,0.016531372,0.021781448,0.02160365,0.02167316,0.021237195,0.014192355,0.024224174,0.015892494,0.022884519,0.017085374,0.025560024,0.023579164,0.019038931,0.018463663,0.033458574,0.020535526,0.021130143,0.019196284,0.033768982,0.02473313,0.027793983,0.021018957,0.013305164,0.016661186,0.032854568,0.019722609,0.016865092,0.017444877,0.024638939,0.016691969,0.017014497,0.023765031,0.027163813,0.017998824,0.025553445,0.022128947,0.026134674,0.026043868,0.024225019
C29,15.82,0.155111238,0.14612049,0.149458878,0.149458878,0.091189502,0.121390512,0.102094257,0.122693489,0.115076665,0.111001004,0.123955843,0.060783406,0.069990726,0.122442975,0.10315317,0.132284982,0.13152684,0.102578729,0.136310062,0.121064074,0.137627107,0.042623839,0.054008211,0.157540034,0.072635514,0.159576148,0.064494549,0.098135179,0.087675367,0.139398699,0.167773112,0.136790376,0.165448138,0.116229376,0.129975309,0.140245443,0.04951857,0.077921673,0.171085482,0.095001995,0.141739325,0.126143309,0.109960677,0.079212811,0.054341111,0.185349485,0.051780318,0.128483061,0.033807934,0.046002674,0.065126842,0.162886077,0.060353984,0.063994123,0.051910708,0.125789991,0.258476535,0.137205809,0.140929053,0.145136451,0.146391152,0.154890009,0.182996965,0.1677486,0.169853958,0.16690755,0.067355046,0.127159412,0.130494563,0.045449276,0.169420147,0.109880227,0.055915823,0.097770481,0.121211461,0.06018458,0.132181289,0.112499202,0.117091644,0.094499442,0.145232112,0.098359349,0.092497142,0.097308254,0.100973535,0.145696218,0.151463523,0.103510991,0.126783824,0.124528061,0.143027092,0.150676114,0.126158852,0.110283909,0.142751861,0.122743575,0.124509848,0.107556642,0.092602643,0.114033661,0.085770481,0.108454156,0.106200129,0.125580791,0.094460538,0.154160455,0.099373068,0.156329739,0.171760282,0.174931945,0.113428164,0.123259053,0.147527088,0.181465648,0.130146634,0.144458278,0.112868698,0.150233448,0.118184746,0.100112067,0.158812142,0.10418999,0.123432699,0.119948341,0.103802107,0.103220571,0.115690235,0.108507932,0.111812799,0.120651906,0.088524253,0.106135351,0.122198323,0.119435574,0.140643522,0.093979251,0.11653578,0.090231891,0.101687557,0.140800959,0.103314428,0.122747571,0.102146493,0.151994533,0.098098764,0.102284078,0.091852485,0.097982205,0.112733853,0.148960206,0.100201078,0.111459552,0.068884173,0.11585008,0.112290005,0.104679664,0.09046834,0.103013209,0.09356417,0.093208446,0.130205098,0.110403564,0.067617164,0.097137717,0.087845472,0.094013532,0.121795251,0.090731571,0.085007173,0.097358129,0.100993287,0.136778053,0.073497424,0.089550178,0.108575949,0.131103144,0.121006116,0.087142432,0.08818894,0.094475912,0.088150711,0.107370024
15-;13-;11-MeC29,16.07,0.014614982,0.009854511,0.00747789,0.00747789,0.009113566,0.011278621,0.017155009,0.016656199,0.01720054,0.018618458,0.023710373,0.009325171,0.009647349,0.019894825,0.008342158,0.022302752,0.014663881,0.015443674,0.015741818,0.015907974,0.01773445,0.009576532,0.012805704,0.020128666,0.019945344,0.016687549,0.010927207,0.027031503,0.012444738,0.030628453,0.015819634,0.016975118,0.015569854,0.018318971,0.027346727,0.015247627,0.013117878,0.023138411,0.019720934,0.024789956,0.014924271,0.023976935,0.017055184,0.010948326,0.011558931,0.014903506,0.012819335,0.010155538,0.003937173,0.008538687,0.00886253,0.021496701,0.005368059,0.009955658,0.009575306,0.010458399,0.011727028,0.014983479,0.012774311,0.02367341,0.006582783,0.012079546,0.013619604,0.005548305,0.00396442,0.013756918,0.015541094,0.00831934,0.017058383,0.009517236,0.002387888,0.0091186,0.006765062,0.017744812,0.018869358,0.008298589,0.010622126,0.01345521,0.010176371,0.012219204,0.012381664,0.013008629,0.007957978,0.009590568,0.008862518,0.005353508,0.019729584,0.025843958,0.00662762,0.014825703,0.00879696,0.006075302,0.008669048,0.007179038,0.014610912,0.007233667,0.007889721,0.009558365,0.006481104,0.0083251,0.007374707,0.009204279,0.008771467,0.008240906,0.008660859,0.016864316,0.008465432,0.016816961,0.015820496,0.019495611,0.015880677,0.010076306,0.020382214,0.017438143,0.01741565,0.017416449,0.016561361,0.02337554,0.01923879,0.010743474,0.00958553,0.010538925,0.00844083,0.015232487,0.009919873,0.015257568,0.008765405,0.012125236,0.008786322,0.016059301,0.027068138,0.026526726,0.016674918,0.016440803,0.01364588,0.012421843,0.014355458,0.023386667,0.015864297,0.015787155,0.015871175,0.013550716,0.012686701,0.008397963,0.012188778,0.011252805,0.0122,0.011378053,0.009952152,0.012396672,0.010958523,0.013735472,0.010772492,0.020170445,0.016464482,0.011067777,0.009165814,0.013459169,0.02087208,0.017375952,0.017883638,0.013789494,0.008871832,0.006580342,0.005625807,0.007784375,0.005590651,0.005864514,0.005244293,0.007842986,0.008310943,0.013894992,0.009805657,0.006821988,0.010724387,0.010233777,0.009731014,0.011643013,0.007625291,0.009061621,0.009461738,0.011051096
C30,16.62,0.007424492,0.011739552,0.010591819,0.010591819,0.005102338,0.008702383,0.009432166,0.010599585,0.009362404,0.01036182,0.008674044,0.012243608,0.011525526,0.013198317,0.009556186,0.01090182,0.012972425,0.010168792,0.010445326,0.009830593,0.013528841,0.013631404,0.011457421,0.010683527,0.012636604,0.009368986,0.0159054,0.016847042,0.012528279,0.011693819,0.012094206,0.011068544,0.016055221,0.004296298,0.016662433,0.018788503,0.011861166,0.013632594,0.011361935,0.009033252,0.009814925,0.011125777,0.010165033,0.006937731,0.006667292,0.007255825,0,0.005468145,0,0.006302403,0.005026886,0.006006152,0.003809683,0.003003379,0,0.006254968,0.005885459,0.0040773,0,0.00646611,0.004097348,0.007314817,0.005403227,0.005901225,0.005711561,0.005693685,0.005229334,0.00735745,0.009282813,0,0.005712959,0.009308554,0.004387811,0.008774073,0.010376359,0.013635294,0.00871857,0.011020187,0.011074278,0.005793786,0.002486464,0,0.008820542,0.02091891,0.007778459,0,0,0,0.002673615,0.003293997,0.002253186,0.002813948,0,0,0,0.002826551,0,0.002308101,0.002383917,0.001922551,0,0,0,0.001869547,0.001925046,0.00270528,0.002010675,0.002489729,0.002621198,0.002738511,0,0.002414745,0,0.002883385,0,0,0.003986351,0.001980828,0,0,0,0.002297894,0.002595593,0.002057519,0,0,0.00245762,0.002123201,0.002250686,0.002676482,0,0.002540271,0.003193372,0.00235363,0.002687527,0.002284166,0.003155736,0,0.002140874,0.003512408,0.011455642,0.012420433,0.010409805,0.006158062,0.004774322,0.007828891,0.007548639,0.007461362,0.008454344,0.002673288,0.01443511,0.006413329,0.005184475,0.006469739,0.008203599,0.00908604,0.004427267,0.007275762,0.006638818,0.009187374,0.002034294,0.006971011,0.008883612,0.00708593,0.012385759,0.007450306,0.013574474,0.016110668,0.011327,0.007901045,0.010523514,0.003306297,0.007560701,0.007531912,0.00641267,0.006371528,0.010541298,0.011926856,0.005477461,0.006597298,0.009727823,0.006744389
C31ene_1,17.28,0.04407332,0.059726157,0.050726835,0.050726835,0.044628008,0.069231308,0.044754635,0.12028942,0.11579238,0.084422481,0.123699392,0.086345443,0.120375007,0.116598137,0.12781984,0.08473884,0.106085337,0.143563293,0.111660424,0.116735895,0.087077622,0.038733068,0.155609128,0.08250712,0.016105551,0.064583201,0.086241771,0.074860106,0.030238026,0.066582047,0.066580878,0.08775769,0.07355793,0.098130131,0.035695415,0.046747897,0.022634455,0.080856712,0.067012445,0.03047481,0.063560547,0.050089424,0.030395434,0.011719975,0.054026281,0.045195002,0.013484348,0.020467032,0.007152584,0.012313732,0.009290715,0.095866621,0.032320684,0.020275745,0.011123383,0.049786542,0.033554365,0.033363471,0.059682634,0.096745362,0.060633621,0.110673605,0.067621765,0.121392286,0.098478576,0.118108411,0.100172471,0.114271977,0.061946598,0.019978887,0.097835087,0.108500162,0.129104369,0.080293881,0.107415362,0.099320531,0.11483247,0.049606424,0.064654771,0.033439514,0.057346238,0.052897934,0.050658143,0.05754287,0.052644169,0.073675601,0.076349032,0.048952657,0.042404035,0.087685597,0.082497117,0.076815297,0.053421776,0.049597589,0.041686312,0.06003088,0.079686161,0.065264158,0.044973723,0.078165631,0.047059456,0.063233072,0.055640591,0.085480329,0.051197645,0.054969862,0.055290748,0.069254825,0.061912817,0.064570725,0.06053666,0.047194085,0.058919221,0.066640962,0.058381771,0.086179804,0.051443463,0.090347282,0.041228154,0.038231781,0.033796602,0.036381359,0.036172767,0.044062693,0.03423968,0.042081154,0.037549956,0.046053298,0.032471965,0.077110058,0.072805577,0.077022556,0.068310667,0.065773016,0.065536478,0.052804635,0.08568759,0.051906633,0.053634891,0.078132892,0.057778499,0.064853844,0.048204883,0.037359046,0.053533886,0.055036756,0.058563841,0.06147715,0.0405041,0.053739056,0.047660205,0.0881301,0.044755953,0.065568971,0.069329135,0.072040288,0.055364386,0.093955445,0.062371231,0.058751369,0.064439194,0.076980812,0.05527273,0.047527455,0.042117967,0.055222207,0.063706197,0.052333928,0.038691666,0.033075138,0.035880306,0.059261104,0.032688769,0.025730756,0.037316799,0.038594713,0.030726799,0.040064956,0.032475838,0.039688472,0.073923845,0.054936488
C31ene_2,17.33,0.036420867,0.04801752,0.036979131,0.036979131,0.031919178,0.05407989,0.03220181,0.103969392,0.094681391,0.072195884,0.093435527,0,0.084172171,0.099587427,0.100533185,0.083779637,0.085264817,0.101299932,0.092829448,0.103267555,0.084656422,0.024897393,0,0.065793701,0.012067423,0.050407446,0.064329323,0.050969129,0.02816759,0.065937069,0.071653539,0.077484714,0.066806659,0.068889694,0.028005423,0.043789552,0.020899552,0,0.066187506,0.023182514,0.045734623,0.032817466,0.027197109,0.010779432,0,0.040610183,0.012095774,0.026641626,0.007192532,0.011980012,0.012330863,0.0878555,0,0.017789813,0.014048452,0.036961745,0.03347436,0.0238278,0.040549935,0.103623947,0.094887005,0.116461773,0.073303224,0.138860122,0.106468738,0.099154131,0,0.106089888,0.077029889,0.023337427,0.078351872,0.110885561,0.105979577,0.07624419,0.083152997,0.075958537,0.087271622,0.032724937,0.052604129,0.028603303,0.067693352,0.034763144,0.037786118,0.042686929,0.040872378,0.057432316,0.073078743,0.040766575,0.045766942,0.087255558,0.065752541,0.079660494,0.039576307,0.036630521,0.049503725,0.047490976,0.057440283,0.051623357,0.038223402,0.061952777,0.039945938,0.056994678,0.042591541,0.068063968,0.039256066,0.053442127,0.039770825,0.04745973,0.059516756,0.075351717,0.063210964,0.045486603,0.05031377,0.077565464,0.049902606,0.068505995,0.0353018,0.086505138,0.030795038,0.030407995,0.027154234,0.030212558,0.030531986,0.032391737,0.027742687,0.030154626,0.029053059,0.039299439,0.026527137,0.052070604,0.062180881,0.063730276,0.055755866,0.064060473,0.062546015,0.042174434,0.0660946,0.042752464,0.045332353,0.068508754,0.044047279,0.056782247,0.041358721,0.030678711,0.039231943,0.038657506,0.03983405,0.036979877,0.031255762,0.044496108,0.032370669,0.068231494,0.036149312,0.04744617,0.053336817,0.060032205,0.043817986,0.061831822,0.043833588,0.04493589,0.050807924,0.065829348,0.038815597,0.035000874,0.032616668,0.040416429,0.053849393,0.034066127,0.032265689,0.022708471,0.025164508,0.045178383,0.021747495,0.021463642,0.026664189,0.02984925,0.021730548,0.026897899,0.022281936,0.025702127,0.053873526,0.042451529
C31,17.47,0.070584264,0.09682024,0.070275011,0.070275011,0.021149365,0.076045726,0.035469932,0.090633516,0.093228524,0.09790745,0.085164938,0.021910837,0.076540484,0.133814343,0.063781145,0.121337545,0.070532561,0.055222483,0.084342297,0.098969293,0.122018442,0.018642349,0.029220455,0.06258858,0.016587607,0.074941753,0.055719079,0.04401624,0.0321316,0.090027284,0.106452977,0.093656819,0.095719882,0.040754698,0.047058768,0.075095921,0.013367752,0.029517299,0.076043656,0.039047404,0.057988958,0.037915898,0.034120512,0.016710233,0.013464539,0.043337743,0.008935989,0.040199574,0.00662267,0.010302193,0.014493625,0.063058491,0.013952594,0.007983771,0.007322072,0.05130852,0.053598226,0.020225043,0.034961903,0.085520433,0.158541025,0.109713831,0.071770903,0.11242845,0.119535887,0.065671702,0.021236682,0.10164993,0.140417466,0.009605351,0.107038256,0.101064481,0.050916986,0.104320322,0.091217886,0.059569826,0.05430909,0.058783141,0.055800331,0.035206421,0.104369863,0.037045654,0.050744314,0.063747923,0.054689197,0.059299373,0.065493702,0.041799755,0.06981563,0.082242943,0.063303313,0.10082676,0.050809946,0.047917365,0.056027963,0.052694489,0.052838064,0.052015183,0.049518109,0.061966335,0.039112629,0.05504367,0.048811426,0.064476145,0.045944858,0.071749064,0.047139802,0.056042186,0.086632189,0.093526201,0.057779476,0.063754923,0.047047364,0.112810615,0.0484885,0.062623781,0.048147174,0.073708682,0.045230379,0.039011829,0.065222387,0.04715053,0.051709934,0.046076358,0.037315409,0.034932997,0.049010231,0.057387673,0.051770373,0.074187861,0.049364317,0.064469603,0.087837038,0.056363999,0.071187127,0.055291613,0.058709649,0.044858993,0.04691597,0.080471588,0.055068146,0.076893166,0.052837569,0.072256629,0.044682607,0.045690079,0.04284368,0.041202266,0.054335811,0.080746347,0.047642646,0.070193022,0.039399244,0.071773347,0.066287915,0.061179469,0.045348881,0.05790185,0.069878721,0.054903469,0.054841783,0.063722256,0.033123752,0.045695379,0.046432996,0.047960293,0.077125323,0.033705187,0.040118917,0.040616371,0.046961644,0.081327509,0.027266196,0.034187708,0.047980866,0.068247669,0.067633194,0.030723758,0.035245092,0.036237033,0.051896921,0.055073144
