ID,Type,Chainlength,Retention Index,H1_5,H1_6,H1_10,H1_8,H1_9,H2_10,H2_8,H2_5,H2_2,H2_6,H2_7,H2_9,H2_1,H3_5,H3_6,H3_1,H3_8,H3_9,H4_3,H4_4,H4_5,H4_1,H4_2,H5_1,H5_2,H5_5,H5_7,H5_6,H5_10,H5_8,H5_9,H6_1,H6_4,H6_5,H6_6,H6_8,H7_4,H7_5,H7_6,H7_7,H7_8,H7_3,H8_1,H8_2,H8_5,H8_6,H8_7,H9_1,H9_2,H9_4,H9_5,H9_6,H9_9,H10_9,H10_10,H10_1,H10_2,H10_3,H10_4,H10_5,H1B1_6,H1B1_1,H1B1_2,H2B2_2,H2B2_3,H2B5_1,H3B2_1,H3B2_3,H3B6_2,H4B4_4,H4B4_7,H4B4_1,H5B3_7,H5B5_5,H5B5_6,H6B1_1,H6B1_4,H6B6_2,H7B3_1,H7B3_2,H7B3_4,H8B4_2,H8B5_3,H8B5_4,H9B2_5,H9B2_7,H9B5_1,H9B5_3,H10B2_1,H10B2_2,H10B2_4,H1B3_5,H1B3_1,H1B3_3,H2B1_1,H2B1_3,H2B1_4,H3B3_1,H3B3_2,H3B3_4,H4B5_1,H4B5_2,H4B5_3,H5B2_3,H5B2_1,H5B2_2,H6B5_1,H6B5_2,H6B5_4,H7B4_8,H7B4_9,H8B1_1,H8B1_2,H8B1_3,H9B4_1,H9B4_2,H9B4_7,H10B5_1,H10B5_4,H10B5_5,H1B5_3,H1B5_1,H1B5_2,H2B4_3,H2B4_1,H2B4_2,H3B5_3,H3B5_1,H3B5_2,H4B3_4,H4B3_3,H4B3_1,H5B1_3,H5B1_1,H5B1_2,H6B2_1,H6B2_3,H6B2_5,H7B1_1,H7B1_2,H7B1_3,H8B3_1,H8B3_2,H8B3_3,H9B1_1,H9B1_2,H9B1_3,H10B6_1,H10B6_2,H10B6_3,H1B6_4,H1B6_1,H1B6_2,H2B3_3,H2B3_1,H2B3_2,H3B1_3,H3B1_1,H3B1_2,H4B6_1,H4B6_3,H4B6_2,H5B4_4,H5B4_2,H5B4_3,H6B4_1,H6B4_2,H6B4_3,H7B2_1,H7B2_2,H7B2_3,H8B2_1,H8B2_2,H8B2_3,H9B3_1,H9B3_3,H9B3_5,H10B1_2,H10B1_4,H10B1_6
13-;11-MeC25,methyl,25,2534,0.234049293,0.426365,0.400847086,0.209591305,0.273707428,0.024945608,0.180699035,0.668959,0.524727,0.080573655,0.435899992,0.384082,0.535704,0.343416104,0.328109268,0.176933878,0.349785251,0.022058116,0.207252426,0.065607651,0.011800678,0.341357631,0.13325268,0.664875,0.102930291,0.456650799,0.551477,0.264042,0.114947516,0.084356299,0.040207429,0,0.283267807,0.27528066,0,0.702574,0,0,0,0,0,0.566957,0,0,0.417850769,0,0.039775665,0,0.183333559,0.074521675,0.046728299,0.040724724,0.745031,1.045174,0.41634,0,0.015978408,0.068049124,0.082906483,0.013592519,0.301058026,0.23932186,0.329202676,0.16498089,0.185233859,0.278501492,0,0.18414729,0,0.215321035,0.270799647,0,0.223726037,0.24000399,0.235104585,0.275723345,0.475116718,0.296307861,0.401018023,0.221308458,0.35981477,0.231633212,0.177952134,0,0.288452955,0.418716574,0.264710547,0.22629606,0.20726509,0.181841742,0.314600381,0.186114809,0.285395875,0.333421099,0.325738948,0.378943126,0.261391868,0.120408447,0.179773551,0.268266527,0,0,0,0.172160261,0,0,0.340903016,0.215927128,0.245156546,0.27520814,0.224568627,0,0.14814338,0.14279028,0.251717436,0.23605241,0.201937458,0.365713488,0.344666972,0.335693609,0.361351128,0.216434714,0.340427499,0.316007497,0,0.252410192,0,0.16630392,0.299561507,0,0,0,0.107692973,0,0,0.433709406,0.508765802,0.334058893,0.467191396,0.318111644,0.177536884,0.162956707,0.167090931,0.206674586,1.779585722,0.357187957,0.327882116,0.351375918,0.375576029,0.404595849,0.130400766,0.188634299,0.266755722,0.361869383,0.092034822,0.265030155,0.150469194,0.237073627,0.174749628,0,0.15715932,0,0.581965969,0.74228,0.540821,0.32110965,0.245392985,0.348848158,0.284095218,0.138547718,0.228571959,0.258115791,0,0,0.252380399,0.290194052,0.292693455,0.385672442,0.182065652,0.206468341
C26,alkane,26,2600,0.273298287,0.265881,0.301587807,0.311827901,0.214834389,0.357510723,0.248749865,0.584429,0.563003,0.416674993,0.378686302,0.604028,0.313249,0.28230279,0.465639776,0.395407639,0.282136689,0.303911778,0.326784502,0.305070394,0.285517754,0.446292452,0.352910109,0.90394,0.278266768,0.376646527,0.782421,0.726285,0.403107881,0.299579199,0.627355714,0.333640303,0.342040926,0.350759881,0.26154656,1.151525,0,0,0.366950289,0,0.407393584,0.810652,0.356755868,0.312536476,0.425292261,0.417654026,0.265349831,0.284616937,0.367707361,0.261980311,0.17669903,0.29764462,0.642062,0.855166,0.338833,0.175327109,0.230140915,0.288708505,0.34329247,0.297722848,0.588082683,1.25558089,1.147989678,0.868808434,0.550808144,0.911787442,0.759426507,0.586422801,0.561288539,0.601755106,0.437217376,0.710806,0.528041715,1.016467628,0.608808585,0.664371421,0,0.500487469,0.502427161,0.488873632,0.802540626,0.785749358,0.246162013,0.506481717,0.857741918,0.557635026,1.195883345,0.661171861,0.446841057,0.598643384,0.353306106,0.48046927,0.558978303,1.028009423,0.678636318,0.551726929,0,0.940107797,0.689101775,0.612143104,0.97622,0.919345,1.16,1.037528977,0.71122,0.849158,0.93631359,0.962488443,0.473552388,0.589187627,0.395429912,0,0.960887006,0.547438632,0.837804372,0.937207447,0.856566775,0.38528006,0.352676069,0.482246093,0.414368124,0.23986662,0.356673981,0.46012137,0,0.416506305,0.757889391,0.58410325,0.74159168,0.578793009,0.705742,0.851979,1.049258148,0,0,0.38003855,0.538366143,0.984577544,0.363516728,0.736719229,0.640051931,0.923617466,0.987995441,0.983523797,1.095971245,0.722032452,0.776903072,0.34471979,0.296167267,0.327371583,1.027996162,1.069898674,1.239996423,0.187120904,1.061368467,0.655203631,0.700829221,0.274531647,0.302175347,0.893765096,0.673256585,0.801874,0,0,0,1.046990588,0.814483394,0.822238062,0.415818906,0.826011259,0.500991044,0.22147915,0.438743903,0.259936828,1.032764973,0.953140205,0.97150284,0.349955301,0.587375244,0.609438647
C27ene_1,alkene,27,2673,0.167018233,0.240869,0.119951662,0.186055865,0.291917598,0.47653941,0.428445862,1.609032,1.368409,1.182403105,0.474939358,0.713399,0.554787,0.14188547,0.146376684,0.141124909,0,0.161513306,0.280565881,0.161252815,0.178480258,0.173751504,0.157603102,1.607253,0.255249675,0.180151146,1.687458,0.774234,0.21674901,0.444376034,1.34100096,0.335186536,0.372064143,0.389365231,0.228014018,2.220524,0,0,0,0,0,1.360595,0,0,0,0,0.163816023,0.066601259,0.259025432,0.168512219,0.245430155,0.135885227,0.756547,1.537241,0.143744,0,0.096991417,0.126028781,0.140085068,0.120430935,1.284134076,1.987728301,2.761634743,2.023421931,3.688765686,2.849273326,1.831513253,1.66483876,1.882755906,1.165543041,2.954505454,2.141991,2.006723475,2.850254149,1.295483324,2.094646471,0.488756397,1.447430158,0.796238392,0.601711981,1.94396656,3.444402525,0.156790544,1.10101537,2.810028808,1.562003601,4.171105075,4.246424524,0.633142921,1.234606006,0.705590256,1.135206039,1.687610591,2.87529736,0.66391813,0.18350853,0,0.52413564,1.791992079,2.547588973,1.225016,2.027215,1.37,3.074408704,2.04871,1.554428,1.910289053,2.768082552,1.301898918,0.748468975,0.630063971,0.336472844,1.580318548,0.224319679,2.865814741,2.445712904,2.797581832,1.200841028,0.59190782,2.086138493,0.522811279,0.159466248,0.251777877,0.876569434,0,0.263057313,2.440552375,1.581991349,0.971475581,1.067237382,1.380748,0.786652,0.481571291,0,0,0.910864528,1.305508547,2.544983652,1.355964352,1.349508548,1.755895449,3.505770137,2.824908057,3.299459093,2.18796037,2.808114003,2.652316883,0.482381287,0.466879226,0.569761393,2.105191022,3.610711286,5.226546931,0.43982824,0.278643687,1.354625517,1.24219872,0.924102512,0.686117166,1.433332322,0.889068146,1.109722,0,0,0,2.018762519,1.584281233,2.627111443,1.376441061,1.291267067,1.38817799,0.362403378,1.769076425,0.549343214,3.277038127,3.108871526,3.251197329,0.807399348,0.425718559,1.376226816
C27ene_2,alkene,27,2680,0,0.082949,0,0,0.090718923,0,0.102107274,0.312873,0.296106,0.77684272,0.15066404,0.231773,0.137255,0,0,0,0,0,0,0,0,0,0.083106401,0.425039,0.090684752,0,0.686587,0.219355,0,0.151655989,0.360876109,0,0,0,0,0.5051,0,0,0,0,0,0.467454,0,0,0,0,0,0,0,0,0,0,0.182599,0.381216,0,0,0,0,0,0,0.341001788,0.475990163,1.018020687,0.731144479,0.647494256,0.484646629,0.305957767,0.523037061,0.814742619,0,0.254489508,0.355505,0.594196594,0.494809941,0.316996303,1.59752644,0,0.417886529,0.188960011,0.164283846,0.285139243,0.452794356,0,0.197928678,0.831339413,0.446984528,1.723045473,2.002623239,0.221076793,0.388480005,0.218198474,0.186333395,0.247996544,0.530775852,0,0,0,0.221566143,0.514836476,0.414694285,0.296103,0.30753,0,1.052633947,1.095922,0.949521,0.46301719,0.968156363,0.34904335,0.224585858,0.183635893,0,0.424713356,0,0.77103668,0.683799072,0.889619454,0.247876007,0.137250179,0.349353055,0,0,0,0,0,0,0.382716588,0.337616046,0,0,0,0,0.202032705,0,0,0.366729215,0.48889917,0.641149478,0,0.168186392,0.234436938,1.250941976,0.672025037,0.818705832,0.623198093,0.672961778,0.8139084,0,0,0,0.483810451,0.777365174,1.187947431,0,0.156066114,0.230186504,0.43884934,0.357588991,0.295480435,0.363900875,0.209644664,0,0,0,0,0.428334792,0.366396225,0.483136479,0.338335262,0.270498237,0.325141868,0,0.606233631,0.328608072,1.24445025,1.290204287,1.376250574,0.198957499,0.155539622,0.699015803
C27,alkane,27,2700,8.865048757,8.354108,10.95871349,9.540420796,6.476952981,11.50144086,8.958757201,12.195694,13.953422,13.10174135,9.130421823,15.353619,9.839705,10.09251704,12.12087817,11.39154208,12.6154702,9.561803283,11.10441728,12.34077475,7.81296774,12.11565866,11.47200108,13.422766,9.496263808,12.34277725,14.735264,20.917712,13.14384101,10.16644554,14.67037681,10.41463631,11.393046,11.4586039,10.23470627,15.446802,12.64738022,10.65674906,14.3910681,11.34542851,13.44062739,15.024083,12.64568855,11.41303795,18.23097955,20.38955632,9.627550421,11.00347115,12.3675794,9.104750942,6.46815807,12.59025975,16.094764,13.059976,10.546603,6.420604125,7.303445564,9.188967504,12.37226327,7.906370362,17.53638049,23.24316119,21.3484737,15.85071949,15.37961578,24.88903073,25.56908849,19.17133679,16.25351093,20.45378601,11.64187753,16.983785,16.87402726,27.95423169,17.2403169,19.49448783,8.318347628,13.29299058,16.04018767,15.88362716,20.63704122,18.88157652,9.436786342,15.36274836,22.75593869,18.04120637,21.57743148,16.78942552,14.77589182,16.03866943,11.99513042,13.99596479,8.454289265,15.41231563,13.89649589,10.96940845,4.871358411,26.75496919,16.07488744,20.33692016,25.455564,26.969171,36.92,29.76683232,22.465217,22.881542,26.89010384,24.40809418,12.85550704,19.18357587,11.64262283,8.078192603,24.60453026,21.66875934,24.93711922,31.85553075,25.18057898,7.654927257,11.46438133,13.36289878,14.11598174,5.528781825,7.412971835,14.54684535,11.17515305,10.44368723,21.85688291,16.08910266,10.72831304,21.39485024,30.914573,30.491485,37.16876641,23.182464,14.691837,11.00673957,14.06390865,21.22146459,9.259886509,20.73697192,16.28207325,22.09617153,24.38096463,24.75174679,30.10105068,23.93581953,22.74897415,11.34110296,6.36801202,9.549122004,28.43736381,24.986028,22.02831559,4.797616383,25.90533906,18.4702957,27.65194885,8.540705671,10.68707498,25.12907382,22.36760387,27.614096,6.633971309,6.771984,10.608629,28.52703114,17.91516131,22.52940499,11.94963242,18.39849026,15.61995928,8.270410126,13.06372055,10.28881874,26.03023479,25.25934758,24.53153242,6.896200802,22.53837585,15.43123179
13-;11-;9-MeC27,methyl,27,2731,1.576478194,0.742387,2.997619065,1.671140326,0.913817238,0.428432531,1.078871271,0.364273,0.369842,1.370976381,0.448645175,0.176505,0.588262,2.15790743,1.593526305,1.168012392,3.508697436,1.061248452,1.439071563,1.139054529,0.567624245,2.101247275,0.312806294,0.40832,0.575961713,0.754978036,0.333863,0.594413,1.0158862,0.62338371,0.313361094,2.37904227,1.744810472,1.95582516,1.668003296,0.616203,2.498975487,1.702215692,1.758430528,3.23773768,1.010409722,0.49225,1.489034992,1.398534295,3.831600878,3.688250622,0.912961682,0.649082039,1.343469016,0.989339385,0.867094467,0.990294375,0.53981,0.439599,0.977861,0.414948936,0.360312387,0.544919958,0.618779505,0.650828154,1.922003032,1.020675257,2.150320393,0.974157483,1.369283572,1.657323119,1.334166004,1.509126831,0.792904872,1.328766068,1.704175911,0.955722,1.333610205,1.485583978,1.738931595,1.885414932,2.926112702,1.863701724,2.243076316,1.448735847,1.977840728,1.612174619,1.427290911,1.483041989,2.1625601,3.093830628,1.500248423,2.20764541,1.45137663,1.10557906,1.974714612,1.060692695,1.723532346,1.516986993,1.67728898,2.075335676,1.778080689,0.739233555,1.533451279,1.658754256,0.642628,0.942177,1.33,1.104852403,1.568425,0.820446,2.304398173,1.104791303,1.32481523,1.629471296,1.379375579,1.511640596,0.930575862,1.303990324,2.033542721,1.489928667,1.374123782,2.196241759,2.093700988,1.891630973,2.302248708,1.823923831,2.495825443,1.611458528,1.821108345,1.490164677,1.119365873,1.114771213,1.923044225,1.800831814,1.718081,1.592759,0.708394303,2.342164,2.406619,2.539513947,3.235910649,1.526032133,2.716099018,1.83352681,1.214996484,1.457030845,1.123587773,1.710452492,1.297911905,2.865322583,3.021374702,1.708570157,1.912423741,2.414176998,0.931577649,1.144191479,1.502146844,1.908317182,0.588281548,1.65903536,1.113300217,1.566750984,1.092897667,0.886400416,1.146984542,1.587238,3.020375211,3.206885,3.16622,2.210555982,1.304225713,1.855812915,1.986557203,0.840236647,1.503242292,1.686191088,1.131646264,1.543876947,1.497039355,1.840465568,1.983059694,1.743555928,1.23968899,1.256453784
C28,alkane,28,2800,0.514362187,0.427563,0.564957218,0.449071923,0.429534348,0.666416271,0.501241286,0.474417,0.333532,0.873491326,0.498007864,0.443889,0.263709,0.531925841,0.842148457,0.712479802,0.686033404,0.550494435,0.634030073,0.632221135,0.542994387,0.69375795,0.584567702,0.337517,0.502140134,0.614196503,0.388969,0.554958,0.548499303,0.399630095,0.425969074,0.454841568,0.568638417,0.568785152,0.567835916,0.658364,0.560460833,0.419467106,0.619952224,0,0.53890514,0.340036,0.596749585,0.536307308,0.799024986,0.676618991,0.540628299,0.575278076,0.705864035,0.493026076,0.384119808,0.522142598,0.567619,0.673034,0.634766,0.366034926,0.486999481,0.531865229,0.689880874,0.500100963,0.877804213,0.718957718,0.5494609,0.383028939,0.585795105,0.39901745,0.632304115,0.588163921,0.542745004,0.839404982,0.541560517,0.184362,0.522478124,0.726427626,0.63803061,0.488550123,0.455678665,0.756113545,0.818086062,0.777304939,0.584279744,0.382286392,0.581604503,0.426878704,0.415743966,0.755660731,0.441983529,0.734358835,0.981419191,0.578658917,0.811129274,0.571584331,0.57241716,0.543539188,0.675994842,1.075299892,0.420848438,0.68417269,0.46815923,0.418274095,0.333524,0.392289,0.81,0.517910309,0.252034,0,0.648740951,0.490833859,0.758192927,0.893050526,0.61843605,0.464265274,0.385195739,0.607220113,0.567743123,0.41937192,0.501495259,0.576380871,0.649089207,0.584031445,0.632263656,0.512072683,0.660558207,0.624623092,0.585397555,0.684297523,0.345184716,0.539092843,0.882414256,0.87125644,0.530386,0.625015,0.557386407,0,0,0.498732985,0.709409917,0.577372041,0.574383399,0.756816079,0.709530516,0.368193116,0.352097989,0.399438875,0.560402973,0.634092605,0.569495737,0.815499813,0.537520967,0.367588283,0.535529202,0.500751316,0.575801855,0.41440448,0.710009181,0.438877215,0.51454503,0.515323392,0.681350706,0.41416412,0.652259204,0.521126,0.507019926,0.286271,0.433447,0.76983664,0.423556858,0.653181665,0.802476099,0.451889081,0.684548753,0.42392452,0.368873093,0.626858854,0.402372481,0.483255675,0.468906475,0.590318276,0.826003028,0.576372862
C29ene_1,alkene,29,2875,0.375725964,0,0,0,0,0,0,0.615858,0.605316,0,0.458569161,0.489077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222917303,1.264727,0.675002,0,0,0.431130406,0.265805048,0.349677707,0.313132849,0.19876807,1.476862,0,0,0,0,0,1.746259,0,0,0,0,0,0,0,0,0,0,0,0.533504,0,0,0,0,0,0,0,1.686266047,2.692291184,1.75074626,4.125380543,3.893402775,1.125130886,1.64558036,2.267294236,1.449581677,6.394299722,2.584826,0.948703297,2.993330963,1.650224287,2.713397592,0.98755509,1.399315402,0,0,0.932750872,1.766557638,0,0.613459274,0,1.717493684,0,0,0,0.712652141,0.603673193,2.337633567,4.438811002,4.568083127,1.159569478,1.242337566,0,1.022083977,2.3220591,5.340779094,0.302446,0.630241,1.46,2.685039245,1.547924,0.895747,1.950911263,2.15806287,1.475435388,0,0.975433854,0,1.447489411,0,2.538527251,1.590232027,2.115036056,0,1.000585514,3.263290931,1.687787051,0.739467006,1.016684209,1.382247008,1.885867422,3.117855239,1.964798959,1.038925589,1.338724115,3.505069331,0,0.746557,1.105153328,2.515179,2.020533,0.832571295,1.482350923,0.975560659,4.267112273,2.671058538,3.003075243,1.69509757,1.337250631,1.839229245,0,0,2.689325576,1.718874823,3.96267752,5.079327342,1.649492308,2.921051205,3.983668553,1.27426148,0.930836664,2.730549163,1.543719067,1.17509497,0.858274527,0.487161565,1.045390902,0,0.579019895,0.675263,0.434554,1.334403772,1.327746469,1.735511346,1.061119635,1.591903777,1.023390567,0,0.487364359,0.564397025,0,0,0,4.666298223,0,2.483500859
C29ene_2,alkene,29,2879,0.836924763,1.118473,0.920514938,1.144210049,0.993860501,1.770195725,1.503165399,0.752613,0.86941,1.482259705,1.206754626,0.638434,1.62786,0.982467316,0.866420732,1.110919224,0.972781578,1.179645699,1.020578516,0.770680316,1.095766777,0.658289417,0.992127992,0.917171,0.91769632,0.677409984,0,0.740117,0.714264867,1.311512761,0.508957534,0.481767501,0.728531325,0.568682582,0.466432083,0,0.890875608,0.845645981,0.708249105,0.814828253,0.922717889,0,0.497985938,0.735657101,0.738284868,0.64680722,0.878195071,1.166510599,1.139252512,1.196100781,1.533367078,0.903780729,2.060352,0.706463,1.129936,0.860186837,1.070214978,1.030720327,0.98326912,1.000490383,4.542894518,0.639670929,0,0.802124619,0,0,1.105407791,0,0,1.488244309,0,0,0.872098112,1.725671796,0,0,1.5597341,2.42078963,2.397091609,2.679948669,1.370951469,0,1.877679135,0.554946259,5.243596465,1.800944141,2.361046731,2.186604786,2.806424604,0.750768959,1.299433771,1.582259869,0,0.057618475,1.353324272,3.464806008,1.779933661,1.309039258,0,0,0.272151,0.418438,1.16,1.616243542,0,0,1.400785303,0,1.854057515,3.583722865,1.632248981,1.360448126,0,1.902445992,0,0.9678757,0,5.508340073,0.781765304,0,0.692517751,1.058277305,1.209751729,2.724443922,4.702277737,0,0,0.468560343,1.230145398,0,2.939486,1.829582,2.299789338,0,0,0.525308078,1.016419471,0.661472746,0,1.675799019,0,0,0,0,2.786429233,2.750971673,0,1.619299305,0,0,1.1940426,0,0,2.060272457,1.885892438,0,2.456207167,0.890220346,1.802230694,0.38552645,1.136363409,2.243917,0.886868272,1.339589,0.876751,1.36675788,0,1.349628089,1.170740298,0,1.011478368,1.568513059,0.553229735,1.106183271,2.12632557,2.236010993,2.248183528,0,3.042284538,0
C29,alkane,29,2900,10.31782344,12.376203,10.17077899,8.887467636,8.72036619,18.10040043,10.69601117,10.4058,8.581516,15.68965078,12.41518069,11.461576,8.61726,9.935235825,12.52120072,14.03160758,12.06927456,13.20541205,11.2247975,11.81429305,14.58038125,10.74824301,15.03958148,6.851342,14.47699172,14.34199306,7.787891,12.737384,12.36198252,12.64780174,9.75328869,6.429758485,9.603059584,8.809338992,11.38419442,9.33206,10.88407901,9.021644143,11.13060623,9.742462939,12.71883992,6.411998,10.92249769,14.56880814,15.57137259,14.26891746,13.6268338,15.38711475,14.25036171,12.17800366,10.49572753,12.79819751,11.538667,11.43219,12.191057,10.68655758,11.80600065,13.11241274,14.66030633,11.10694995,12.92627048,10.08878337,7.349900344,5.264059103,7.52322443,5.215409666,14.54808271,11.09190462,11.09448412,19.48375205,10.28043402,5.674093,10.16156952,8.822556589,6.740818816,6.871639414,9.603201716,13.38989764,16.29215816,17.91905045,9.551896681,6.121014942,16.68637598,8.364823545,5.092890175,14.55504669,4.248597915,3.060774123,22.72274242,9.518072407,17.74172393,14.9237558,9.241339489,6.602092397,15.26731299,14.52355195,9.820176507,14.29700229,6.893360062,7.515438964,6.991541,10.162075,15.73,7.969287761,6.395822,4.56548,10.5089731,5.117686997,15.87722265,17.25549094,14.26547431,14.61851123,6.259228088,16.9682347,7.01664166,6.802451034,7.160609061,9.54729291,14.69139633,10.87942637,10.12516193,12.02772404,10.76338181,13.33903716,16.19182487,14.18466506,7.438487732,10.89117091,14.71422339,19.8097392,20.831804,24.065312,12.63828237,24.099301,20.089423,7.918769304,10.05760335,7.672170289,8.836049767,12.64626139,8.359763964,4.683715327,4.790292498,5.324005729,7.582511822,9.466201268,7.043227943,16.90580463,11.99901373,13.07238877,10.41168629,9.473576708,7.336213639,10.34029215,13.74256858,7.118057346,12.04036949,13.30061225,17.94223371,7.561460139,15.92816921,21.116262,12.91238077,14.102367,18.873095,11.54860584,5.584275276,10.13786248,10.11139243,5.89894272,13.92027703,11.49127393,7.846153446,16.30068627,4.646011092,5.236741564,5.159671566,11.3205778,19.07675328,7.406412044
15-;13-;11-MeC29,methyl,29,2930,1.557323275,0.654355,2.689332958,1.34581508,0.737376817,0.32445096,0.8281807,0.240046,0.256104,0.331595427,0.30034664,0.110869,0.443103,2.751324188,1.898685286,1.001555394,4.483407984,0.992670423,1.249979875,0.889779546,0.470577251,1.957671753,0.245924917,0.331734,0.48865921,0.693691033,0.24678,0.433045,0.903481465,0.472849087,0.229170842,2.222839776,1.636172119,2.005802794,1.894244487,0.482475,2.46589265,1.618835583,1.52702299,3.350310609,0.861043662,0.387656,1.814591056,1.183337777,4.885784748,4.540190469,0.842394195,0.653874733,1.524272984,1.032738897,0.791053085,0.883845694,0.40762,0.261577,0.951406,0.29944414,0.242562275,0.394558668,0.449585618,0.55787233,1.978540542,1.149112182,2.135362988,0.896567879,1.422856418,1.546715264,1.347918435,1.674232278,0.796859999,1.442926618,1.746630036,0.901957,1.427746014,1.458512669,1.858819612,1.864820643,2.853086504,1.902879255,2.120515824,1.426063184,1.747584565,1.849746642,1.579578253,1.700415712,2.146336838,2.926928844,1.348466049,1.897344725,1.613293175,1.170783519,2.03722925,1.054488837,1.840705934,1.678794431,2.007351548,2.22127197,2.038085674,0.875397396,1.76552536,1.850055118,0.588992,0.98899,1.22,0.960834107,1.27241,0.583195,2.202802375,1.022110643,1.177955003,1.652391173,1.412388279,1.748534794,1.029148212,1.581893626,2.18833979,1.445186755,1.307406129,2.382070113,2.258531141,1.976286563,2.196517344,2.071947458,2.605280093,1.507096648,2.060761627,1.660436919,1.166316326,1.269586375,2.349153723,1.831753325,1.581936,1.488211,0.726673696,2.198252,2.274412,2.431420017,3.262295624,1.4712078,2.939157632,1.757380627,1.347248676,1.306253052,1.029043385,1.523124102,1.309995532,2.772285195,2.947153678,1.715562093,2.107952633,2.606207748,0.964356184,1.058177793,1.408580278,1.76934181,0.713178659,1.971838347,1.14465831,1.671403969,1.211702504,0.894250706,1.475984263,1.648986,3.174301682,2.767384,3.181558,2.233898458,1.277615662,1.695556552,2.121384684,0.846925311,1.372631849,1.926896907,1.254767569,1.532731442,1.333378107,1.534302055,1.789905943,1.682686688,1.298643174,1.238118482
"11,17-diMeC29",dimethyl,29,2960,0,0.220305,0.707283968,0.375838982,0,0,0.173444334,0.135127,0.130773,0,0,0.042623,0.217847,0,0,0,0.415439904,0,0,0,0,0,0,0,0,0,0,0.112927,0.112670008,0,0,0.616445537,0.517419459,0.436623556,0.376109286,0.246413,0,0,0,0,0,0,0,0,0.794375086,0,0,0,0.41483105,0,0,0,0.23068,0.277769,0.276129,0,0,0,0,0,0.437042597,0,0,0,0.356292031,0.322978458,0,0.361377697,0,0.424000476,0.577814039,0,0,0.300871843,0.466828849,0.52846287,0.770279188,0.538691509,0.500008841,0.473218453,0.487379764,0.335118245,0.336504687,0,0.291785762,0.179876435,0.10608712,0.31826418,0.407482937,0.326288208,0.529513943,0.327550272,0,0,0,0,0.62051359,0,0,0.375331237,0,0,0,0.173719312,0,0,0.615769516,0.386745032,0.366239962,0.632527939,0.42027114,0,0.148264421,0,0.408444634,0,0,0.591995839,0.488412286,0.320936729,0.597180547,0,0,0.507395654,0,0,0,0,0,0.543037001,0,0,0.203841665,0,0,0.432288807,0.952955771,0.472723059,0.967129719,0.544209686,0.583398169,0.219830546,0.179186994,0.240245801,0.23349362,0.548905222,0.519863956,0.510575087,0.518605168,0.569936015,0.243801093,0,0,0.522441239,0,0,0.279654494,0,0,0,0,0,0.879995172,0,0,0.42395554,0.38167851,0.386190823,0.496888437,0.355755496,0.443795967,0,0,0,0.291031733,0.274935015,0.496725265,0.783385219,0.294102572,0.294669282
C30ene,alkene,30,2981,0,0,0.398730043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20401488,0,0,0,0,0,0,0,0.106228835,0,0,0,0.475136858,0.183344918,0.227382292,0.138191736,0,0,0,0,0,0,0,0,0,0.467883746,0,0,0,0.738789537,0.584606105,0.362739039,0,0,0.351502985,0,0,0.302191641,0.109966718,0,0.356837356,0,0.579207664,0.303608219,0.238239621,0.097747711,0.133364932,0.41085063,0.69989819,0.200605115,0,0,0,0,0,0.160000007,0,0,0.402695441,0,0.381921882,0.27846777,0.307404889,0,0,0.456169248,0,0,0,0.23032739,0.567881228,0.285656358,0.746993863,0.070174882,0.349144461,0.417790027,0,0.214398537,0,0,0,0,0,0,0.162636609,0,0,0,0.715493347,0.225763517,0,0.289565289,0.205870541,0,0,0,0,0,0,0.423163169,0.230044397,0.324375211,0.17664624,0.188301284,0.129664237,0.378287988,0.207637434,0,0.218282279,0.250137787,0.314108466,0,0.073754649,0,0,0,0,0.295128897,0.143214657,0,0.330997446,0,0.245844836,0,0,0,0,0,0,0.234472793,0.522997118,0.231770999
